"","flight_joined.origin","flight_joined.year","flight_joined.month","flight_joined.day"
"31289","EWR",2013,7,9
"31290","LGA",2013,6,6
"31291","LGA",2013,10,2
"31292","LGA",2013,4,25
"31293","EWR",2013,8,10
"31294","EWR",2013,3,26
"31295","LGA",2013,9,15
"31296","JFK",2013,1,26
"31297","LGA",2013,4,15
"31298","EWR",2013,5,2
"31299","EWR",2013,10,9
"31300","LGA",2013,11,23
"31301","JFK",2013,2,13
"31302","EWR",2013,10,17
"31303","JFK",2013,9,27
"31304","LGA",2013,7,28
"31305","LGA",2013,8,29
"31306","EWR",2013,7,23
"31307","JFK",2013,4,13
"31308","EWR",2013,4,4
"31309","JFK",2013,5,18
"31310","JFK",2013,1,28
"31311","LGA",2013,4,25
"31312","JFK",2013,9,28
"31313","LGA",2013,9,17
"31314","LGA",2013,5,11
"31315","JFK",2013,2,28
"31316","LGA",2013,10,4
"31317","LGA",2013,5,19
"31318","JFK",2013,12,27
"31319","JFK",2013,4,9
"31320","LGA",2013,10,25
"31321","LGA",2013,2,27
"31322","JFK",2013,8,13
"31323","LGA",2013,1,1
"31324","JFK",2013,2,15
"31325","EWR",2013,7,15
"31326","EWR",2013,4,9
"31327","JFK",2013,1,7
"31328","LGA",2013,10,25
"31329","EWR",2013,12,10
"31330","LGA",2013,7,13
"31331","LGA",2013,12,28
"31332","EWR",2013,6,5
"31333","EWR",2013,12,23
"31334","LGA",2013,2,12
"31335","EWR",2013,1,16
"31336","EWR",2013,8,17
"31337","EWR",2013,7,2
"31338","LGA",2013,7,12
"31339","JFK",2013,3,2
"31340","EWR",2013,3,8
"31341","EWR",2013,9,17
"31342","EWR",2013,6,5
"31343","EWR",2013,7,11
"31344","JFK",2013,6,26
"31345","LGA",2013,5,26
"31346","LGA",2013,8,20
"31347","LGA",2013,4,16
"31348","LGA",2013,10,15
"31349","JFK",2013,3,30
"31350","EWR",2013,9,5
"31351","LGA",2013,1,24
"31352","EWR",2013,7,7
"31353","LGA",2013,9,5
"31354","LGA",2013,3,31
"31355","EWR",2013,4,17
"31356","JFK",2013,6,9
"31357","JFK",2013,9,23
"31358","LGA",2013,1,16
"31359","LGA",2013,2,15
"31360","EWR",2013,10,14
"31361","JFK",2013,2,6
"31362","LGA",2013,5,6
"31363","LGA",2013,2,1
"31364","EWR",2013,10,24
"31365","LGA",2013,4,1
"31366","JFK",2013,11,15
"31367","LGA",2013,11,30
"31368","LGA",2013,12,29
"31369","LGA",2013,9,24
"31370","EWR",2013,2,5
"31371","EWR",2013,10,5
"31372","EWR",2013,3,21
"31373","JFK",2013,11,12
"31374","EWR",2013,4,1
"31375","JFK",2013,7,21
"31376","EWR",2013,7,2
"31377","EWR",2013,9,6
"31378","LGA",2013,9,10
"31379","JFK",2013,6,28
"31380","LGA",2013,1,17
"31381","EWR",2013,3,1
"31382","LGA",2013,10,12
"31383","JFK",2013,6,1
"31384","JFK",2013,6,15
"31385","JFK",2013,4,29
"31386","JFK",2013,10,13
"31387","JFK",2013,5,13
"31388","JFK",2013,2,28
"31389","EWR",2013,7,18
"31390","EWR",2013,8,26
"31391","JFK",2013,2,28
"31392","LGA",2013,8,15
"31393","LGA",2013,9,3
"31394","JFK",2013,9,30
"31395","JFK",2013,2,23
"31396","JFK",2013,6,11
"31397","JFK",2013,11,28
"31398","JFK",2013,11,12
"31399","JFK",2013,1,22
"31400","EWR",2013,10,31
"31401","EWR",2013,2,11
"31402","EWR",2013,8,23
"31403","LGA",2013,10,26
"31404","JFK",2013,9,26
"31405","JFK",2013,7,7
"31406","LGA",2013,7,31
"31407","LGA",2013,11,7
"31408","LGA",2013,8,23
"31409","EWR",2013,8,26
"31410","EWR",2013,9,23
"31411","LGA",2013,8,23
"31412","EWR",2013,2,21
"31413","JFK",2013,9,18
"31414","EWR",2013,10,13
"31415","EWR",2013,6,21
"31416","LGA",2013,3,14
"31417","EWR",2013,2,28
"31418","LGA",2013,5,20
"31419","EWR",2013,2,20
"31420","JFK",2013,3,4
"31421","JFK",2013,6,30
"31422","JFK",2013,6,29
"31423","LGA",2013,10,10
"31424","JFK",2013,2,23
"31425","LGA",2013,11,10
"31426","EWR",2013,10,25
"31427","LGA",2013,10,29
"31428","EWR",2013,10,29
"31429","LGA",2013,11,12
"31430","LGA",2013,3,6
"31431","LGA",2013,10,24
"31432","LGA",2013,12,5
"31433","JFK",2013,5,21
"31434","JFK",2013,10,5
"31435","EWR",2013,6,10
"31436","LGA",2013,7,12
"31437","EWR",2013,1,31
"31438","LGA",2013,1,24
"31439","EWR",2013,6,12
"31440","JFK",2013,4,28
"31441","JFK",2013,5,14
"31442","JFK",2013,10,5
"31443","JFK",2013,12,19
"31444","EWR",2013,12,11
"31445","LGA",2013,5,25
"31446","JFK",2013,3,31
"31447","EWR",2013,4,22
"31448","JFK",2013,8,3
"31449","EWR",2013,8,6
"31450","JFK",2013,8,4
"31451","JFK",2013,1,10
"31452","JFK",2013,5,12
"31453","JFK",2013,4,4
"31454","EWR",2013,11,4
"31455","EWR",2013,1,9
"31456","EWR",2013,9,24
"31457","EWR",2013,7,11
"31458","JFK",2013,10,1
"31459","EWR",2013,5,12
"31460","EWR",2013,12,11
"31461","EWR",2013,9,28
"31462","JFK",2013,2,24
"31463","JFK",2013,8,3
"31464","JFK",2013,4,21
"31465","LGA",2013,8,4
"31466","JFK",2013,4,24
"31467","JFK",2013,2,15
"31468","JFK",2013,11,28
"31469","EWR",2013,4,24
"31470","LGA",2013,8,14
"31471","LGA",2013,1,19
"31472","EWR",2013,9,6
"31473","EWR",2013,5,31
"31474","EWR",2013,12,19
"31475","JFK",2013,8,17
"31476","LGA",2013,4,2
"31477","EWR",2013,4,16
"31478","LGA",2013,3,15
"31479","LGA",2013,5,29
"31480","JFK",2013,4,5
"31481","EWR",2013,6,24
"31482","JFK",2013,6,14
"31483","JFK",2013,7,29
"31484","EWR",2013,12,15
"31485","EWR",2013,3,12
"31486","LGA",2013,10,17
"31487","EWR",2013,1,23
"31488","JFK",2013,10,8
"31489","EWR",2013,8,19
"31490","LGA",2013,6,22
"31491","EWR",2013,6,15
"31492","EWR",2013,11,6
"31493","EWR",2013,5,4
"31494","JFK",2013,1,20
"31495","JFK",2013,9,7
"31496","LGA",2013,8,9
"31497","LGA",2013,9,7
"31498","JFK",2013,7,15
"31499","EWR",2013,6,12
"31500","JFK",2013,4,12
"31501","LGA",2013,5,14
"31502","EWR",2013,11,18
"31503","LGA",2013,11,25
"31504","EWR",2013,9,30
"31505","JFK",2013,9,19
"31506","EWR",2013,3,26
"31507","JFK",2013,1,24
"31508","LGA",2013,3,11
"31509","EWR",2013,5,2
"31510","JFK",2013,3,2
"31511","EWR",2013,10,31
"31512","JFK",2013,6,13
"31513","JFK",2013,8,16
"31514","JFK",2013,12,2
"31515","LGA",2013,9,5
"31516","EWR",2013,7,23
"31517","LGA",2013,4,3
"31518","EWR",2013,12,3
"31519","JFK",2013,6,19
"31520","JFK",2013,4,30
"31521","LGA",2013,3,27
"31522","JFK",2013,8,1
"31523","EWR",2013,12,30
"31524","EWR",2013,7,7
"31525","EWR",2013,3,12
"31526","LGA",2013,4,3
"31527","EWR",2013,7,29
"31528","LGA",2013,6,20
"31529","EWR",2013,10,18
"31530","JFK",2013,2,15
"31531","LGA",2013,12,27
"31532","JFK",2013,10,7
"31533","EWR",2013,10,15
"31534","JFK",2013,5,2
"31535","EWR",2013,4,23
"31536","JFK",2013,12,20
"31537","JFK",2013,10,4
"31538","JFK",2013,8,17
"31539","EWR",2013,7,8
"31540","JFK",2013,1,12
"31541","EWR",2013,2,21
"31542","LGA",2013,11,14
"31543","JFK",2013,9,4
"31544","LGA",2013,9,26
"31545","LGA",2013,9,23
"31546","EWR",2013,5,25
"31547","JFK",2013,11,7
"31548","LGA",2013,12,2
"31549","EWR",2013,3,10
"31550","EWR",2013,5,29
"31551","LGA",2013,3,18
"31552","LGA",2013,3,12
"31553","LGA",2013,1,31
"31554","JFK",2013,1,21
"31555","LGA",2013,8,21
"31556","EWR",2013,7,9
"31557","EWR",2013,6,11
"31558","EWR",2013,12,26
"31559","LGA",2013,11,12
"31560","EWR",2013,2,13
"31561","JFK",2013,10,24
"31562","JFK",2013,7,14
"31563","LGA",2013,8,3
"31564","LGA",2013,12,1
"31565","JFK",2013,9,8
"31566","JFK",2013,10,20
"31567","LGA",2013,8,13
"31568","JFK",2013,1,2
"31569","JFK",2013,1,23
"31570","LGA",2013,11,16
"31571","EWR",2013,1,27
"31572","EWR",2013,9,30
"31573","EWR",2013,8,14
"31574","JFK",2013,10,8
"31575","JFK",2013,10,8
"31576","JFK",2013,7,6
"31577","JFK",2013,4,19
"31578","JFK",2013,10,22
"31579","EWR",2013,8,30
"31580","EWR",2013,6,12
"31581","LGA",2013,8,18
"31582","EWR",2013,5,10
"31583","LGA",2013,10,3
"31584","LGA",2013,11,26
"31585","EWR",2013,5,6
"31586","JFK",2013,3,12
"31587","JFK",2013,2,1
"31588","EWR",2013,1,31
"31589","EWR",2013,10,8
"31590","JFK",2013,9,19
"31591","EWR",2013,11,6
"31592","EWR",2013,4,29
"31593","LGA",2013,9,4
"31594","EWR",2013,6,4
"31595","JFK",2013,9,12
"31596","JFK",2013,11,6
"31597","EWR",2013,3,16
"31598","LGA",2013,12,19
"31599","JFK",2013,6,16
"31600","LGA",2013,4,7
"31601","EWR",2013,2,5
"31602","EWR",2013,12,24
"31603","EWR",2013,8,26
"31604","JFK",2013,12,28
"31605","JFK",2013,9,23
"31606","LGA",2013,6,22
"31607","EWR",2013,8,31
"31608","JFK",2013,8,10
"31609","LGA",2013,6,13
"31610","JFK",2013,1,10
"31611","JFK",2013,8,12
"31612","LGA",2013,6,6
"31613","JFK",2013,6,16
"31614","EWR",2013,11,14
"31615","EWR",2013,8,7
"31616","EWR",2013,2,25
"31617","LGA",2013,12,12
"31618","LGA",2013,4,5
"31619","JFK",2013,3,26
"31620","JFK",2013,12,25
"31621","EWR",2013,1,23
"31622","EWR",2013,11,26
"31623","LGA",2013,8,10
"31624","JFK",2013,1,10
"31625","LGA",2013,3,21
"31626","EWR",2013,4,28
"31627","EWR",2013,4,8
"31628","LGA",2013,3,9
"31629","LGA",2013,11,1
"31630","LGA",2013,12,13
"31631","JFK",2013,7,6
"31632","JFK",2013,9,11
"31633","EWR",2013,9,4
"31634","LGA",2013,3,18
"31635","LGA",2013,8,21
"31636","EWR",2013,10,7
"31637","JFK",2013,6,25
"31638","EWR",2013,2,1
"31639","JFK",2013,1,13
"31640","JFK",2013,5,21
"31641","LGA",2013,11,13
"31642","JFK",2013,3,11
"31643","EWR",2013,8,14
"31644","JFK",2013,10,25
"31645","JFK",2013,12,16
"31646","JFK",2013,1,10
"31647","LGA",2013,12,26
"31648","LGA",2013,6,24
"31649","LGA",2013,5,28
"31650","JFK",2013,12,6
"31651","LGA",2013,2,27
"31652","JFK",2013,9,30
"31653","EWR",2013,10,17
"31654","LGA",2013,6,28
"31655","JFK",2013,3,8
"31656","EWR",2013,3,2
"31657","EWR",2013,2,4
"31658","LGA",2013,5,16
"31659","JFK",2013,7,11
"31660","JFK",2013,5,13
"31661","JFK",2013,2,13
"31662","EWR",2013,5,28
"31663","EWR",2013,5,23
"31664","EWR",2013,2,14
"31665","JFK",2013,10,3
"31666","JFK",2013,4,10
"31667","JFK",2013,2,3
"31668","JFK",2013,10,20
"31669","EWR",2013,3,6
"31670","EWR",2013,11,29
"31671","JFK",2013,10,22
"31672","LGA",2013,8,17
"31673","EWR",2013,8,23
"31674","JFK",2013,3,7
"31675","JFK",2013,5,19
"31676","EWR",2013,8,1
"31677","LGA",2013,7,9
"31678","LGA",2013,12,29
"31679","LGA",2013,12,19
"31680","EWR",2013,7,23
"31681","LGA",2013,9,25
"31682","EWR",2013,9,13
"31683","EWR",2013,1,9
"31684","JFK",2013,8,15
"31685","LGA",2013,4,9
"31686","LGA",2013,4,5
"31687","LGA",2013,3,28
"31688","EWR",2013,12,1
"31689","EWR",2013,4,4
"31690","EWR",2013,7,25
"31691","JFK",2013,10,27
"31692","EWR",2013,1,15
"31693","LGA",2013,10,6
"31694","JFK",2013,8,13
"31695","JFK",2013,5,2
"31696","LGA",2013,9,13
"31697","JFK",2013,1,6
"31698","JFK",2013,4,10
"31699","EWR",2013,4,5
"31700","JFK",2013,10,22
"31701","EWR",2013,6,4
"31702","JFK",2013,12,7
"31703","LGA",2013,4,24
"31704","LGA",2013,10,25
"31705","LGA",2013,7,23
"31706","JFK",2013,11,25
"31707","EWR",2013,1,9
"31708","EWR",2013,1,8
"31709","EWR",2013,3,27
"31710","LGA",2013,8,28
"31711","JFK",2013,11,9
"31712","EWR",2013,6,3
"31713","JFK",2013,1,7
"31714","LGA",2013,7,23
"31715","EWR",2013,9,26
"31716","EWR",2013,2,25
"31717","LGA",2013,12,4
"31718","EWR",2013,4,27
"31719","EWR",2013,8,5
"31720","LGA",2013,7,24
"31721","JFK",2013,5,17
"31722","JFK",2013,1,13
"31723","JFK",2013,7,11
"31724","JFK",2013,1,21
"31725","LGA",2013,4,12
"31726","LGA",2013,7,3
"31727","JFK",2013,4,13
"31728","JFK",2013,5,5
"31729","JFK",2013,10,23
"31730","EWR",2013,8,3
"31731","EWR",2013,3,30
"31732","EWR",2013,12,22
"31733","EWR",2013,10,10
"31734","LGA",2013,9,19
"31735","LGA",2013,1,7
"31736","EWR",2013,4,27
"31737","LGA",2013,3,14
"31738","EWR",2013,1,19
"31739","JFK",2013,6,17
"31740","EWR",2013,5,31
"31741","EWR",2013,12,18
"31742","JFK",2013,2,21
"31743","JFK",2013,2,16
"31744","LGA",2013,3,1
"31745","EWR",2013,12,24
"31746","EWR",2013,9,24
"31747","JFK",2013,11,5
"31748","LGA",2013,4,7
"31749","EWR",2013,6,21
"31750","LGA",2013,7,22
"31751","LGA",2013,10,31
"31752","EWR",2013,1,4
"31753","EWR",2013,10,18
"31754","EWR",2013,11,25
"31755","JFK",2013,11,17
"31756","EWR",2013,12,7
"31757","EWR",2013,12,12
"31758","LGA",2013,10,18
"31759","EWR",2013,4,9
"31760","LGA",2013,2,4
"31761","JFK",2013,8,4
"31762","LGA",2013,9,2
"31763","JFK",2013,9,24
"31764","LGA",2013,10,10
"31765","EWR",2013,4,9
"31766","LGA",2013,5,9
"31767","LGA",2013,1,16
"31768","EWR",2013,12,21
"31769","EWR",2013,6,3
"31770","LGA",2013,3,20
"31771","JFK",2013,9,1
"31772","EWR",2013,7,5
"31773","EWR",2013,5,20
"31774","EWR",2013,2,24
"31775","EWR",2013,11,27
"31776","EWR",2013,10,20
"31777","EWR",2013,12,20
"31778","LGA",2013,4,9
"31779","LGA",2013,4,6
"31780","EWR",2013,12,30
"31781","JFK",2013,10,8
"31782","JFK",2013,11,25
"31783","LGA",2013,1,15
"31784","EWR",2013,12,20
"31785","LGA",2013,11,12
"31786","EWR",2013,11,26
"31787","JFK",2013,3,29
"31788","JFK",2013,3,4
"31789","EWR",2013,10,3
"31790","LGA",2013,4,20
"31791","LGA",2013,5,10
"31792","JFK",2013,6,1
"31793","LGA",2013,6,21
"31794","EWR",2013,11,9
"31795","EWR",2013,4,23
"31796","LGA",2013,5,21
"31797","LGA",2013,2,13
"31798","EWR",2013,1,10
"31799","JFK",2013,10,3
"31800","EWR",2013,1,20
"31801","LGA",2013,5,7
"31802","LGA",2013,12,28
"31803","JFK",2013,4,10
"31804","EWR",2013,3,24
"31805","JFK",2013,6,2
"31806","JFK",2013,10,12
"31807","LGA",2013,4,16
"31808","JFK",2013,9,23
"31809","EWR",2013,9,15
"31810","EWR",2013,10,27
"31811","LGA",2013,6,26
"31812","LGA",2013,8,22
"31813","LGA",2013,12,24
"31814","JFK",2013,7,1
"31815","EWR",2013,11,12
"31816","EWR",2013,1,11
"31817","EWR",2013,7,27
"31818","JFK",2013,11,28
"31819","EWR",2013,6,6
"31820","JFK",2013,1,17
"31821","EWR",2013,9,25
"31822","EWR",2013,1,19
"31823","LGA",2013,4,19
"31824","EWR",2013,10,8
"31825","LGA",2013,10,23
"31826","JFK",2013,3,19
"31827","EWR",2013,4,23
"31828","EWR",2013,12,5
"31829","EWR",2013,6,18
"31830","EWR",2013,3,3
"31831","LGA",2013,7,19
"31832","JFK",2013,5,13
"31833","LGA",2013,8,22
"31834","LGA",2013,10,21
"31835","EWR",2013,8,22
"31836","EWR",2013,8,1
"31837","LGA",2013,5,12
"31838","EWR",2013,10,15
"31839","LGA",2013,4,24
"31840","JFK",2013,8,28
"31841","LGA",2013,9,20
"31842","EWR",2013,7,26
"31843","EWR",2013,6,3
"31844","EWR",2013,8,29
"31845","EWR",2013,7,29
"31846","JFK",2013,4,23
"31847","LGA",2013,3,9
"31848","JFK",2013,7,25
"31849","EWR",2013,3,28
"31850","JFK",2013,4,11
"31851","EWR",2013,5,14
"31852","EWR",2013,6,22
"31853","EWR",2013,11,23
"31854","EWR",2013,10,17
"31855","EWR",2013,10,25
"31856","EWR",2013,12,15
"31857","EWR",2013,5,8
"31858","EWR",2013,10,28
"31859","EWR",2013,9,23
"31860","JFK",2013,4,7
"31861","JFK",2013,1,20
"31862","LGA",2013,10,9
"31863","JFK",2013,3,15
"31864","EWR",2013,8,29
"31865","JFK",2013,11,15
"31866","LGA",2013,11,1
"31867","LGA",2013,12,30
"31868","EWR",2013,11,23
"31869","LGA",2013,9,20
"31870","LGA",2013,11,22
"31871","JFK",2013,7,4
"31872","JFK",2013,9,18
"31873","EWR",2013,7,18
"31874","JFK",2013,3,7
"31875","EWR",2013,4,4
"31876","LGA",2013,11,17
"31877","EWR",2013,3,26
"31878","JFK",2013,2,28
"31879","EWR",2013,10,31
"31880","LGA",2013,7,16
"31881","JFK",2013,7,26
"31882","JFK",2013,5,5
"31883","JFK",2013,3,2
"31884","LGA",2013,5,15
"31885","EWR",2013,8,7
"31886","EWR",2013,4,6
"31887","JFK",2013,9,20
"31888","EWR",2013,10,12
"31889","LGA",2013,1,26
"31890","EWR",2013,4,21
"31891","EWR",2013,6,15
"31892","LGA",2013,7,19
"31893","JFK",2013,6,5
"31894","EWR",2013,5,5
"31895","EWR",2013,3,26
"31896","LGA",2013,6,21
"31897","EWR",2013,3,1
"31898","LGA",2013,8,24
"31899","LGA",2013,5,21
"31900","JFK",2013,1,17
"31901","EWR",2013,8,31
"31902","EWR",2013,10,30
"31903","EWR",2013,5,27
"31904","EWR",2013,5,17
"31905","JFK",2013,5,28
"31906","LGA",2013,4,22
"31907","LGA",2013,4,18
"31908","LGA",2013,9,17
"31909","EWR",2013,12,8
"31910","JFK",2013,8,2
"31911","JFK",2013,10,21
"31912","LGA",2013,12,17
"31913","JFK",2013,5,7
"31914","JFK",2013,12,25
"31915","LGA",2013,6,20
"31916","JFK",2013,12,12
"31917","JFK",2013,3,4
"31918","EWR",2013,2,13
"31919","EWR",2013,12,27
"31920","EWR",2013,7,21
"31921","EWR",2013,6,11
"31922","JFK",2013,1,24
"31923","EWR",2013,2,26
"31924","LGA",2013,10,21
"31925","JFK",2013,3,17
"31926","JFK",2013,5,2
"31927","LGA",2013,3,9
"31928","JFK",2013,11,11
"31929","JFK",2013,7,22
"31930","JFK",2013,1,25
"31931","LGA",2013,12,3
"31932","EWR",2013,5,4
"31933","EWR",2013,5,26
"31934","JFK",2013,10,8
"31935","LGA",2013,12,19
"31936","EWR",2013,1,29
"31937","EWR",2013,1,9
"31938","EWR",2013,6,20
"31939","JFK",2013,10,13
"31940","JFK",2013,6,13
"31941","LGA",2013,12,22
"31942","LGA",2013,12,1
"31943","EWR",2013,5,7
"31944","LGA",2013,2,8
"31945","JFK",2013,1,10
"31946","LGA",2013,9,6
"31947","LGA",2013,9,16
"31948","EWR",2013,5,28
"31949","JFK",2013,8,16
"31950","EWR",2013,3,8
"31951","LGA",2013,5,9
"31952","LGA",2013,1,4
"31953","JFK",2013,6,13
"31954","EWR",2013,6,27
"31955","LGA",2013,4,29
"31956","JFK",2013,11,20
"31957","LGA",2013,6,16
"31958","JFK",2013,3,23
"31959","EWR",2013,8,24
"31960","JFK",2013,5,29
"31961","JFK",2013,3,21
"31962","EWR",2013,9,27
"31963","EWR",2013,10,30
"31964","JFK",2013,8,26
"31965","EWR",2013,9,11
"31966","LGA",2013,8,23
"31967","LGA",2013,5,19
"31968","JFK",2013,6,22
"31969","LGA",2013,3,18
"31970","JFK",2013,8,5
"31971","JFK",2013,1,14
"31972","LGA",2013,3,5
"31973","JFK",2013,8,20
"31974","EWR",2013,7,23
"31975","EWR",2013,2,11
"31976","LGA",2013,9,28
"31977","EWR",2013,5,26
"31978","EWR",2013,5,12
"31979","LGA",2013,10,21
"31980","JFK",2013,12,10
"31981","JFK",2013,1,9
"31982","EWR",2013,9,9
"31983","EWR",2013,11,7
"31984","LGA",2013,12,11
"31985","JFK",2013,8,21
"31986","JFK",2013,12,19
"31987","LGA",2013,10,14
"31988","LGA",2013,3,1
"31989","LGA",2013,6,16
"31990","LGA",2013,10,4
"31991","EWR",2013,11,30
"31992","EWR",2013,11,8
"31993","JFK",2013,5,14
"31994","JFK",2013,10,9
"31995","EWR",2013,8,28
"31996","LGA",2013,8,30
"31997","LGA",2013,1,18
"31998","JFK",2013,11,28
"31999","LGA",2013,11,11
"32000","EWR",2013,3,8
"32001","EWR",2013,7,12
"32002","JFK",2013,3,29
"32003","EWR",2013,5,6
"32004","JFK",2013,10,10
"32005","LGA",2013,2,28
"32006","JFK",2013,10,23
"32007","LGA",2013,3,3
"32008","LGA",2013,9,6
"32009","LGA",2013,1,1
"32010","EWR",2013,12,3
"32011","EWR",2013,8,21
"32012","EWR",2013,9,26
"32013","JFK",2013,3,18
"32014","LGA",2013,10,6
"32015","EWR",2013,8,18
"32016","EWR",2013,12,16
"32017","EWR",2013,9,21
"32018","EWR",2013,7,21
"32019","EWR",2013,1,28
"32020","EWR",2013,12,7
"32021","EWR",2013,6,6
"32022","LGA",2013,12,10
"32023","LGA",2013,4,18
"32024","LGA",2013,5,11
"32025","JFK",2013,10,10
"32026","JFK",2013,11,5
"32027","JFK",2013,5,16
"32028","EWR",2013,11,5
"32029","JFK",2013,7,20
"32030","JFK",2013,4,16
"32031","EWR",2013,8,14
"32032","JFK",2013,3,19
"32033","EWR",2013,8,22
"32034","LGA",2013,11,30
"32035","JFK",2013,12,29
"32036","EWR",2013,8,27
"32037","JFK",2013,9,17
"32038","EWR",2013,2,15
"32039","EWR",2013,3,26
"32040","JFK",2013,12,6
"32041","EWR",2013,8,20
"32042","LGA",2013,4,7
"32043","EWR",2013,11,6
"32044","EWR",2013,10,7
"32045","EWR",2013,7,1
"32046","LGA",2013,6,27
"32047","LGA",2013,6,30
"32048","JFK",2013,11,3
"32049","LGA",2013,3,23
"32050","EWR",2013,12,20
"32051","JFK",2013,9,19
"32052","JFK",2013,2,16
"32053","EWR",2013,9,14
"32054","LGA",2013,11,11
"32055","EWR",2013,1,30
"32056","JFK",2013,9,6
"32057","JFK",2013,9,23
"32058","JFK",2013,10,2
"32059","EWR",2013,4,23
"32060","LGA",2013,6,20
"32061","LGA",2013,12,7
"32062","EWR",2013,2,2
"32063","JFK",2013,2,7
"32064","JFK",2013,8,2
"32065","LGA",2013,1,21
"32066","LGA",2013,4,20
"32067","JFK",2013,2,23
"32068","JFK",2013,11,15
"32069","EWR",2013,6,16
"32070","JFK",2013,10,20
"32071","EWR",2013,12,11
"32072","LGA",2013,5,21
"32073","EWR",2013,4,3
"32074","LGA",2013,4,10
"32075","EWR",2013,9,10
"32076","JFK",2013,1,10
"32077","LGA",2013,11,18
"32078","JFK",2013,5,8
"32079","JFK",2013,7,17
"32080","LGA",2013,12,11
"32081","LGA",2013,4,9
"32082","EWR",2013,12,6
"32083","EWR",2013,5,30
"32084","EWR",2013,5,9
"32085","EWR",2013,2,20
"32086","EWR",2013,6,2
"32087","LGA",2013,4,22
"32088","LGA",2013,11,1
"32089","EWR",2013,1,20
"32090","LGA",2013,6,21
"32091","EWR",2013,10,29
"32092","EWR",2013,11,14
"32093","EWR",2013,7,28
"32094","LGA",2013,4,18
"32095","EWR",2013,4,22
"32096","EWR",2013,3,28
"32097","LGA",2013,6,12
"32098","LGA",2013,11,15
"32099","EWR",2013,8,14
"32100","LGA",2013,7,1
"32101","JFK",2013,10,27
"32102","EWR",2013,3,23
"32103","EWR",2013,8,6
"32104","LGA",2013,1,11
"32105","EWR",2013,5,21
"32106","LGA",2013,4,14
"32107","JFK",2013,8,17
"32108","JFK",2013,1,1
"32109","LGA",2013,1,16
"32110","JFK",2013,12,29
"32111","LGA",2013,10,8
"32112","EWR",2013,7,11
"32113","EWR",2013,3,7
"32114","LGA",2013,11,12
"32115","EWR",2013,3,19
"32116","JFK",2013,6,22
"32117","JFK",2013,12,6
"32118","LGA",2013,7,1
"32119","EWR",2013,1,29
"32120","EWR",2013,11,15
"32121","EWR",2013,10,20
"32122","JFK",2013,4,22
"32123","LGA",2013,9,20
"32124","EWR",2013,12,27
"32125","LGA",2013,6,18
"32126","LGA",2013,6,8
"32127","LGA",2013,1,12
"32128","EWR",2013,3,28
"32129","LGA",2013,11,20
"32130","JFK",2013,6,12
"32131","LGA",2013,11,10
"32132","LGA",2013,11,24
"32133","EWR",2013,6,9
"32134","EWR",2013,5,29
"32135","JFK",2013,12,29
"32136","JFK",2013,3,25
"32137","LGA",2013,7,30
"32138","JFK",2013,12,11
"32139","EWR",2013,3,7
"32140","LGA",2013,10,16
"32141","EWR",2013,8,25
"32142","LGA",2013,8,16
"32143","EWR",2013,11,1
"32144","EWR",2013,10,23
"32145","EWR",2013,6,15
"32146","JFK",2013,12,26
"32147","JFK",2013,2,23
"32148","JFK",2013,11,16
"32149","LGA",2013,11,20
"32150","EWR",2013,8,5
"32151","EWR",2013,5,19
"32152","EWR",2013,11,30
"32153","EWR",2013,10,10
"32154","JFK",2013,2,26
"32155","JFK",2013,5,8
"32156","EWR",2013,1,9
"32157","LGA",2013,6,16
"32158","JFK",2013,12,8
"32159","EWR",2013,3,1
"32160","EWR",2013,7,8
"32161","EWR",2013,1,3
"32162","EWR",2013,10,22
"32163","LGA",2013,1,30
"32164","EWR",2013,3,16
"32165","JFK",2013,12,22
"32166","LGA",2013,9,30
"32167","EWR",2013,5,11
"32168","EWR",2013,2,2
"32169","EWR",2013,8,14
"32170","EWR",2013,6,27
"32171","EWR",2013,5,9
"32172","EWR",2013,9,27
"32173","LGA",2013,1,27
"32174","LGA",2013,11,8
"32175","JFK",2013,2,21
"32176","LGA",2013,11,14
"32177","LGA",2013,2,12
"32178","EWR",2013,5,18
"32179","EWR",2013,1,9
"32180","JFK",2013,7,17
"32181","LGA",2013,3,15
"32182","JFK",2013,9,18
"32183","EWR",2013,8,15
"32184","EWR",2013,4,7
"32185","EWR",2013,10,18
"32186","LGA",2013,7,9
"32187","JFK",2013,8,17
"32188","LGA",2013,7,23
"32189","EWR",2013,7,9
"32190","EWR",2013,10,13
"32191","JFK",2013,11,17
"32192","EWR",2013,10,9
"32193","LGA",2013,11,12
"32194","EWR",2013,1,30
"32195","LGA",2013,4,17
"32196","LGA",2013,8,18
"32197","LGA",2013,1,22
"32198","EWR",2013,6,11
"32199","EWR",2013,8,2
"32200","LGA",2013,2,21
"32201","EWR",2013,5,8
"32202","JFK",2013,5,31
"32203","EWR",2013,4,14
"32204","EWR",2013,9,2
"32205","LGA",2013,1,2
"32206","EWR",2013,6,28
"32207","JFK",2013,1,29
"32208","LGA",2013,3,10
"32209","JFK",2013,3,10
"32210","LGA",2013,5,24
"32211","EWR",2013,5,10
"32212","EWR",2013,9,29
"32213","JFK",2013,9,5
"32214","LGA",2013,12,30
"32215","EWR",2013,7,20
"32216","JFK",2013,4,21
"32217","JFK",2013,12,17
"32218","EWR",2013,12,24
